InputTerm,BestMatch,URI,Comment
thoracic,Thoracic,http://purl.obolibrary.org/obo/NCIT_C13360,
thoracic cavity,Thoracic Cavity,http://purl.obolibrary.org/obo/NCIT_C12905,
thoracic muscle,chest muscle,http://purl.obolibrary.org/obo/UBERON_0002426,
thoraic cavity,thoracic cavity,http://purl.obolibrary.org/obo/UBERON_0002224,
thyroid cyst,Thyroid Cyst,http://purl.obolibrary.org/obo/NCIT_C3667,
thyroid gland cyst,Thyroid Cyst,http://purl.obolibrary.org/obo/NCIT_C3667,
tissue of hepatic ligame,Hepatic Tissue,http://purl.obolibrary.org/obo/NCIT_C32735,
tissue trunk muscle,skeletal muscle tissue of trunk,http://purl.obolibrary.org/obo/UBERON_0003898,
toe nail,nail of pedal digit,http://purl.obolibrary.org/obo/UBERON_0009567,
tongue,tongue,http://purl.obolibrary.org/obo/BTO_0001385,
tongue attached to middle,tongue,http://purl.obolibrary.org/obo/BTO_0001385,
tongue encapsulated,tongue,http://purl.obolibrary.org/obo/BTO_0001385,
tongue muscle,tongue muscle,http://purl.obolibrary.org/obo/UBERON_0000378,
tonsil,tonsil,http://purl.obolibrary.org/obo/BTO_0001387,
top of gill,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
top of hepatopancreas snail,mollusc hepatopancreas,http://purl.obolibrary.org/obo/UBERON_0010265,
tracheal bifurcation,bifurcation of trachea,http://purl.obolibrary.org/obo/UBERON_0015247,
trachea =trachea,insect trachea,http://purl.obolibrary.org/obo/UBERON_6005043,
trans colon,colon transversum,http://purl.obolibrary.org/obo/BTO_0000272,
trunk base,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk base esp,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk cut end,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk esp,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk large,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk large cut end,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk near base,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk small,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk wounded,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
trunk young,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
twig bark,twig,http://purl.obolibrary.org/obo/BTO_0001411,
twig cambium,twig,http://purl.obolibrary.org/obo/BTO_0001411,
twig cortex,twig,http://purl.obolibrary.org/obo/BTO_0001411,
twig current year,twig,http://purl.obolibrary.org/obo/BTO_0001411,
twig end,twig,http://purl.obolibrary.org/obo/BTO_0001411,
udder,udder,http://purl.obolibrary.org/obo/UBERON_0013216,
umbel,umbel inflorescence,http://purl.obolibrary.org/obo/PO_0030129,
umbel base,umbel inflorescence,http://purl.obolibrary.org/obo/PO_0030129,
under bark,bark,http://purl.obolibrary.org/obo/PO_0004518,
under carapace,carapace,http://purl.obolibrary.org/obo/UBERON_0008275,
under eye,Skin Under the Eye,http://purl.obolibrary.org/obo/NCIT_C198300,
under eyelid,eyelid,http://purl.obolibrary.org/obo/UBERON_0001711,
under flesh of leg joint,obsolete leg joint,http://purl.obolibrary.org/obo/UBERON_0004174,
under gizzard lining,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
under integument,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,
under left eye,left eye,http://purl.obolibrary.org/obo/UBERON_0004548,
under left pectoral fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
under lining of gizzard,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
under right eye,right eye,http://purl.obolibrary.org/obo/UBERON_0004549,
under right pectoral fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
under skin between toe,pedal digit skin,http://purl.obolibrary.org/obo/UBERON_0003530,
under skin of shoulder,skin of shoulder,http://purl.obolibrary.org/obo/UBERON_0001483,
under skin of thigh,Skin of the Thigh,http://purl.obolibrary.org/obo/NCIT_C150856,
under tongue,sublingua,http://purl.obolibrary.org/obo/UBERON_0011268,
upper duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,
upper horny jaw,palatoquadrate arch,http://purl.obolibrary.org/obo/UBERON_0011085,
upper intestine,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,
upper jaw epithelium,epithelium of upper jaw,http://purl.obolibrary.org/obo/UBERON_0003235,
upper lg intestine,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
upper lip absce,upper lip,http://purl.obolibrary.org/obo/UBERON_0001834,
ureter,ureter,http://purl.obolibrary.org/obo/UBERON_0000056,
ureter below kidney,Kidney and Ureter,http://purl.obolibrary.org/obo/NCIT_C61107,
urethra,urethra,http://purl.obolibrary.org/obo/UBERON_0000057,
urinary tract,renal system,http://purl.obolibrary.org/obo/UBERON_0001008,
urogenital system,genitourinary system,http://purl.obolibrary.org/obo/UBERON_0004122,
urogenitalsystem,genitourinary system,http://purl.obolibrary.org/obo/UBERON_0004122,
urohyal,urohyal,http://purl.obolibrary.org/obo/UBERON_2000452,
uteru,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
ant. uterus,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
uterus,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
vagina,vagina,http://purl.obolibrary.org/obo/UBERON_0000996,
various muscle,musculature,http://purl.obolibrary.org/obo/UBERON_0001015,
vena jugularis,jugular vein,http://purl.obolibrary.org/obo/UBERON_0004711,
vena jugulari,jugular vein,http://purl.obolibrary.org/obo/UBERON_0004711,
vena portae,hepatic portal vein,http://purl.obolibrary.org/obo/UBERON_0001639,
vent,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,
ventral,Ventral,http://purl.obolibrary.org/obo/NCIT_C45875,
ventral aorta,ventral aorta,http://purl.obolibrary.org/obo/UBERON_0003085,
ventral body surface,Ventral,http://purl.obolibrary.org/obo/NCIT_C45875,
ventral colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,
ventral surface,Ventral,http://purl.obolibrary.org/obo/NCIT_C45875,
ventral tergite,tergite,http://purl.obolibrary.org/obo/HAO_0001005,
ventral umbilical area,Umbilical Region,http://purl.obolibrary.org/obo/NCIT_C33829,
ventric,cardiac ventricle,http://purl.obolibrary.org/obo/UBERON_0002082,
ventricle,cardiac ventricle,http://purl.obolibrary.org/obo/UBERON_0002082,
ventricular wall,heart ventricle wall,http://purl.obolibrary.org/obo/UBERON_0004784,
ventriculus wall,heart ventricle wall,http://purl.obolibrary.org/obo/UBERON_0004784,
vessel in lung,lung blood vessel,http://purl.obolibrary.org/obo/UBERON_0003512,
viscera-abdominal cavity,abdominal viscera,http://purl.obolibrary.org/obo/UBERON_0017672,
viscera,viscus,http://purl.obolibrary.org/obo/UBERON_0002075,
viscera body wash,viscus,http://purl.obolibrary.org/obo/UBERON_0002075,
viscera encysted,viscus,http://purl.obolibrary.org/obo/UBERON_0002075,
visceral cavity,viscus,http://purl.obolibrary.org/obo/UBERON_0002075,
visceral conn ti,Visceral,http://purl.obolibrary.org/obo/NCIT_C25315,
visceral ma,Visceral,http://purl.obolibrary.org/obo/NCIT_C25315,
vomit,vomit,http://purl.obolibrary.org/obo/UBERON_0000172,
vomited,vomit,http://purl.obolibrary.org/obo/UBERON_0000172,
vomitu,vomit,http://purl.obolibrary.org/obo/UBERON_0000172,
wall of crop,crop,http://purl.obolibrary.org/obo/UBERON_0007356,
water column,water column,http://purl.obolibrary.org/obo/ENVO_06105011,
wood mould,Mold,http://purl.obolibrary.org/obo/NCIT_C28266,
wood sawdust,Wood Dust,http://purl.obolibrary.org/obo/NCIT_C44463,
woody,"Stem, Woody",http://purl.obolibrary.org/obo/NCIT_C79677,
woody stem,"Stem, Woody",http://purl.obolibrary.org/obo/NCIT_C79677,
wool,strand of wool,http://purl.obolibrary.org/obo/UBERON_0013196,
woollen,strand of wool,http://purl.obolibrary.org/obo/UBERON_0013196,
wound,Wound,http://purl.obolibrary.org/obo/NCIT_C66993,
